NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GUSBP3	1	GUSBP3	
GUSBP4	1	GUSBP4	
GUSBP5	1	GUSBP5	
HNRNPA1P16	1	HNRNPA1P16	
TTC36	1	TTC36	
TTC37	1	TTC37	
GUSBP1	1	GUSBP1	
HNRNPA1P14	1	HNRNPA1P14	
TTC34	1	TTC34	
GUSBP2	1	GUSBP2	
NUP133	1	NUP133	
TTC32	1	TTC32	
TTC33	1	TTC33	
HNRNPA1P10	1	HNRNPA1P10	
TTC31	1	TTC31	
SHROOM2	1	SHROOM2	
SHROOM3	1	SHROOM3	
SHROOM1	1	SHROOM1	
TCAF2P1	1	TCAF2P1	
SYNGR3	1	SYNGR3	
SHROOM4	1	SHROOM4	
TTC38	1	TTC38	
SEC22B4P	1	SEC22B4P	
FDPSP4	1	FDPSP4	
OXLD1	1	OXLD1	
FDPSP3	1	FDPSP3	
CNN2P1	1	CNN2P1	
CSPG4P11	1	CSPG4P11	
CSPG4P10	1	CSPG4P10	
CNN2P9	1	CNN2P9	
CSPG4P13	1	CSPG4P13	
CSPG4P12	1	CSPG4P12	
SUMO1P3	1	SUMO1P3	
EMC3-AS1	1	EMC3-AS1	
SLC3A1	1	SLC3A1	
SLC3A2	1	SLC3A2	
CAND2	1	CAND2	
CYTH3	1	CYTH3	
POLD3	1	POLD3	
CYTH2	1	CYTH2	
POLD4	1	POLD4	
CAND1	1	CAND1	
CYTH4	1	CYTH4	
POLD1	1	POLD1	
POLD2	1	POLD2	
CYTH1	1	CYTH1	
TIMM8B	1	TIMM8B	
TTC14	1	TTC14	
TIMM8A	1	TIMM8A	
TTC12	1	TTC12	
TTC13	1	TTC13	
TPBG	1	TPBG	
USF3	1	USF3	
NBEAP1	1	NBEAP1	
TTC19	1	TTC19	
USF2	1	USF2	
TTC16	1	TTC16	
USF1	1	USF1	
TTC17	1	TTC17	
POLE4	1	POLE4	
SMUG1	1	SMUG1	
POLE2	1	POLE2	
POLE3	1	POLE3	
SARDH	1	SARDH	
GPD1L	1	GPD1L	
WIPF1	1	WIPF1	
WIPF2	1	WIPF2	
WIPF3	1	WIPF3	
NPIPB13	1	NPIPB13	
NPIPB12	1	NPIPB12	
NPIPB11	1	NPIPB11	
SMC5	1	SMC5	
SLC4A2	1	SLC4A2	
SMC6	1	SMC6	
FAM86FP	1	FAM86FP	
SLC4A3	1	SLC4A3	
SMC3	1	SMC3	
SLC4A4	1	SLC4A4	
SMC4	1	SMC4	
NPIPB15	1	NPIPB15	
SLC4A5	1	SLC4A5	
SMC2	1	SMC2	
GJA1	1	GJA1	
EVA1A	1	EVA1A	
GJA3	1	GJA3	
EVA1B	1	EVA1B	
ZMIZ1	1	ZMIZ1	
EVA1C	1	EVA1C	
GJA5	1	GJA5	
ZMIZ2	1	ZMIZ2	
NAMPT	1	NAMPT	
PXDC1	1	PXDC1	
PRSS8	1	PRSS8	
SBDSP1	1	SBDSP1	
PRSS3	1	PRSS3	
NUP214	1	NUP214	
RSPH6A	1	RSPH6A	
NUP210	1	NUP210	
ARMC9	1	ARMC9	
ARMC7	1	ARMC7	
ARMC8	1	ARMC8	
LAGE3P1	1	LAGE3P1	
FAM86EP	1	FAM86EP	
ARMC1	1	ARMC1	
ARMC2	1	ARMC2	
DEPDC1B	1	DEPDC1B	
ADCY9	1	ADCY9	
ARMC5	1	ARMC5	
ARMC6	1	ARMC6	
HMBS	1	HMBS	
LIPT2	1	LIPT2	
LIPT1	1	LIPT1	
TPH2	1	TPH2	
NUP205	1	NUP205	
TPH1	1	TPH1	
AKAP17A	1	AKAP17A	
RPS20P14	1	RPS20P14	
ARPP19	1	ARPP19	
FAM86HP	1	FAM86HP	
GJC1	1	GJC1	
PLAC8	1	PLAC8	
FAM171A1	1	FAM171A1	
PLAC9	1	PLAC9	
RPS20P22	1	RPS20P22	
FAM171A2	1	FAM171A2	
GJC3	1	GJC3	
NCSTN	1	NCSTN	
GJC2	1	GJC2	
RPS20P24	1	RPS20P24	
POM121C	1	POM121C	
POM121B	1	POM121B	
PLAC1	1	PLAC1	
FDFT1	1	FDFT1	
RPL10P16	1	RPL10P16	
POU6F2	1	POU6F2	
RPL10P15	1	RPL10P15	
RPS20P33	1	RPS20P33	
GJB2	1	GJB2	
GJB3	1	GJB3	
GJB5	1	GJB5	
LDAF1	1	TMEM159	
FAM86JP	1	FAM86JP	
SMG1	1	SMG1	
SMG9	1	SMG9	
SMG7	1	SMG7	
LYST	1	LYST	
SMG8	1	SMG8	
SMG5	1	SMG5	
SMG6	1	SMG6	
TPI1	1	TPI1	
CDYL2	1	CDYL2	
GJD2	1	GJD2	
GJD3	1	GJD3	
MYZAP	1	MYZAP	
UPF3AP3	1	UPF3AP3	
UPF3AP2	1	UPF3AP2	
UPF3AP1	1	UPF3AP1	
USO1	1	USO1	
ADCY4	1	ADCY4	
ADCY3	1	ADCY3	
ADCY2	1	ADCY2	
ADCY1	1	ADCY1	
ADCY8	1	ADCY8	
SPTY2D1	1	SPTY2D1	
ADCY7	1	ADCY7	
ADCY6	1	ADCY6	
FGD1	1	FGD1	
ADCY5	1	ADCY5	
FGD2	1	FGD2	
ARFRP1	1	ARFRP1	
FGD4	1	FGD4	
FGD5	1	FGD5	
FGD6	1	FGD6	
SLC17A9	1	SLC17A9	
GPAT4	1	GPAT4	
COX6CP1	1	COX6CP1	
SLC17A5	1	SLC17A5	
USP1	1	USP1	
PCGF1	1	PCGF1	
GPAT3	1	GPAT3	
SLC17A7	1	SLC17A7	
GPAT2	1	GPAT2	
PCGF6	1	PCGF6	
RSPH4A	1	RSPH4A	
FAM86KP	1	FAM86KP	
NOXRED1	1	NOXRED1	
KIDINS220	1	KIDINS220	
PCGF5	1	PCGF5	
TPK1	1	TPK1	
PBDC1	1	PBDC1	
PCGF2	1	PCGF2	
PCGF3	1	PCGF3	
SYVN1	1	SYVN1	
AGMAT	1	AGMAT	
JKAMP	1	JKAMP	
VMA21	1	VMA21	
PCYOX1L	1	PCYOX1L	
MRE11	1	MRE11	
TPMT	1	TPMT	
TMEM179B	1	TMEM179B	
FGF1	1	FGF1	
FGF2	1	FGF2	
IPO7	1	IPO7	
NDUFC2-KCTD14	1	NDUFC2-KCTD14	
IPO4	1	IPO4	
EDC3	1	EDC3	
IPO5	1	IPO5	
EDC4	1	EDC4	
FGF5	1	FGF5	
RIMS2	1	RIMS2	
NPEPPS	1	NPEPPS	
RIMS1	1	RIMS1	
FGF7	1	FGF7	
IPO8	1	IPO8	
RIMS4	1	RIMS4	
IPO9	1	IPO9	
RIMS3	1	RIMS3	
FGF9	1	FGF9	
CSGALNACT1	1	CSGALNACT1	
USP8	1	USP8	
USP7	1	USP7	
USP6	1	USP6	
TMEM178B	1	TMEM178B	
TPM4	1	TPM4	
USP5	1	USP5	
MAMSTR	1	MAMSTR	
TMEM178A	1	TMEM178A	
TPM3	1	TPM3	
USP4	1	USP4	
SWAP70	1	SWAP70	
TPM2	1	TPM2	
USP3	1	USP3	
CSGALNACT2	1	CSGALNACT2	
IPMK	1	IPMK	
TPM1	1	TPM1	
USP2	1	USP2	
DYRK1A	1	DYRK1A	
DYRK1B	1	DYRK1B	
CHD1L	1	CHD1L	
PYGO1	1	PYGO1	
PYGO2	1	PYGO2	
ZNF799	1	ZNF799	
IPPK	1	IPPK	
RTN4R	1	RTN4R	
ZNF793	1	ZNF793	
ZNF792	1	ZNF792	
ZNF791	1	ZNF791	
ZNF790	1	ZNF790	
DDX11L9	1	DDX11L9	
GLT8D1	1	GLT8D1	
GLT8D2	1	GLT8D2	
HMMR	1	HMMR	
FGGY	1	FGGY	
SMN2	1	SMN2	
ZNF789	1	ZNF789	
SMN1	1	SMN1	
TPPP	1	TPPP	
ZNF787	1	ZNF787	
ZNF786	1	ZNF786	
ZNF785	1	ZNF785	
ZNF784	1	ZNF784	
ZNF783	1	ZNF783	
ZNF782	1	ZNF782	
AKIRIN2	1	AKIRIN2	
ZNF781	1	ZNF781	
AKIRIN1	1	AKIRIN1	
SLC4A11	1	SLC4A11	
PXDNL	1	PXDNL	
DAB2	1	DAB2	
DAB1	1	DAB1	
PDCL	1	PDCL	
TPP2	1	TPP2	
ZNF778	1	ZNF778	
TPP1	1	TPP1	
ZNF777	1	ZNF777	
ZNF776	1	ZNF776	
ZNF775	1	ZNF775	
ZNF774	1	ZNF774	
DDX11L2	1	DDX11L2	
ZNF773	1	ZNF773	
ZNF772	1	ZNF772	
ZNF771	1	ZNF771	
ZNF770	1	ZNF770	
UFSP2	1	UFSP2	
KIAA0100	1	KIAA0100	
UFSP1	1	UFSP1	
ZNF768	1	ZNF768	
HMGN1P3	1	HMGN1P3	
ZNF766	1	ZNF766	
ZNF765	1	ZNF765	
TNPO1	1	TNPO1	
ZNF764	1	ZNF764	
TNPO2	1	TNPO2	
ZNF763	1	ZNF763	
PAAF1	1	PAAF1	
TNPO3	1	TNPO3	
HMGN1P8	1	HMGN1P8	
ILKAP	1	ILKAP	
TPRN	1	TPRN	
ZNF761	1	ZNF761	
CTDSPL	1	CTDSPL	
EDF1	1	EDF1	
WIPI1	1	WIPI1	
WIPI2	1	WIPI2	
ZNF75D	1	ZNF75D	
ZNF75A	1	ZNF75A	
RPL22P19	1	RPL22P19	
NPEPL1	1	NPEPL1	
CTDSP1	1	CTDSP1	
DAD1	1	DAD1	
CTDSP2	1	CTDSP2	
PLAG1	1	PLAG1	
FGL2	1	FGL2	
PDHB	1	PDHB	
ZNF749	1	ZNF749	
ZNF747	1	ZNF747	
ZNF746	1	ZNF746	
RPL32P3	1	RPL32P3	
ZNF740	1	ZNF740	
NLGN4Y	1	NLGN4Y	
NLGN4X	1	NLGN4X	
SMOX	1	SMOX	
MFAP5	1	MFAP5	
MFAP4	1	MFAP4	
MFAP1	1	MFAP1	
ZNF738	1	ZNF738	
MFAP3	1	MFAP3	
MFAP2	1	MFAP2	
ZNF736	1	ZNF736	
ZACN	1	ZACN	
ZNF732	1	ZNF732	
ZNF730	1	ZNF730	
TPT1	1	TPT1	
UMODL1	1	UMODL1	
CCDC200	1	CCDC200	
TMEM183A	1	TMEM183A	
PDCD2L	1	PDCD2L	
TIAL1	1	TIAL1	
ZNF846	1	ZNF846	
DAG1	1	DAG1	
PDK4	1	PDK4	
ZNF845	1	ZNF845	
PDK3	1	PDK3	
ZNF844	1	ZNF844	
ZNF843	1	ZNF843	
ZNF841	1	ZNF841	
BRICD5	1	BRICD5	
PDK2	1	PDK2	
PDK1	1	PDK1	
PDHX	1	PDHX	
SLC51A	1	SLC51A	
TIAM2	1	TIAM2	
TIAM1	1	TIAM1	
ZNF839	1	ZNF839	
ZNF837	1	ZNF837	
ZNF836	1	ZNF836	
HMSD	1	HMSD	
HSBP1L1	1	HSBP1L1	
ZNF835	1	ZNF835	
DDX10P1	1	DDX10P1	
GINM1	1	GINM1	
ZNF830	1	ZNF830	
TMEM185B	1	TMEM185B	
TMEM185A	1	TMEM185A	
STXBP3	1	STXBP3	
STXBP4	1	STXBP4	
STXBP1	1	STXBP1	
STXBP2	1	STXBP2	
GSKIP	1	GSKIP	
RPAP1	1	RPAP1	
RPAP2	1	RPAP2	
RPAP3	1	RPAP3	
CD79B	1	CD79B	
CD79A	1	CD79A	
ZNF829	1	ZNF829	
PDCD11	1	PDCD11	
ZNF827	1	ZNF827	
PDCD10	1	PDCD10	
ZNF823	1	ZNF823	
STXBP5	1	STXBP5	
ZNF821	1	ZNF821	
STXBP6	1	STXBP6	
TMEM184A	1	TMEM184A	
TMEM184C	1	TMEM184C	
TMEM184B	1	TMEM184B	
PRR13P5	1	PRR13P5	
PRR13P2	1	PRR13P2	
SMU1	1	SMU1	
TPX2	1	TPX2	
SMTN	1	SMTN	
ADCK2	1	ADCK2	
ZNF816	1	ZNF816	
ADCK1	1	ADCK1	
ZNF814	1	ZNF814	
ZNF813	1	ZNF813	
ADCK5	1	ADCK5	
DCP1A	1	DCP1A	
DCP1B	1	DCP1B	
RPAIN	1	RPAIN	
C2CD6	1	C2CD6	
HMX3	1	HMX3	
ZCCHC12	1	ZCCHC12	
C2CD5	1	C2CD5	
ZCCHC10	1	ZCCHC10	
C2CD3	1	C2CD3	
C2CD2	1	C2CD2	
ZCCHC18	1	ZCCHC18	
ZCCHC17	1	ZCCHC17	
ZCCHC14	1	ZCCHC14	
ZNF808	1	ZNF808	
ZNF805	1	ZNF805	
ZNF800	1	ZNF800	
ZCCHC24	1	ZCCHC24	
EDN1	1	EDN1	
EDN2	1	EDN2	
IL9RP3	1	IL9RP3	
PDCD1LG2	1	PDCD1LG2	
PPHLN1	1	PPHLN1	
CYP7B1	1	CYP7B1	
TEKT4P2	1	TEKT4P2	
VWA8	1	VWA8	
MATN1	1	MATN1	
VWA1	1	VWA1	
VWA2	1	VWA2	
ACTRT3	1	ACTRT3	
MATN4	1	MATN4	
MATN3	1	MATN3	
MATN2	1	MATN2	
VWA7	1	VWA7	
VWCE	1	VWCE	
CHRAC1	1	CHRAC1	
PDPR	1	PDPR	
PDPN	1	PDPN	
TRAM1L1	1	TRAM1L1	
GINS1	1	GINS1	
GINS2	1	GINS2	
GINS3	1	GINS3	
GINS4	1	GINS4	
GRHL3	1	GRHL3	
GRHL1	1	GRHL1	
SNX25P1	1	SNX25P1	
PDP1	1	PDP1	
MPHOSPH9	1	MPHOSPH9	
PDP2	1	PDP2	
TRIML2	1	TRIML2	
F2RL1	1	F2RL1	
MPHOSPH8	1	MPHOSPH8	
F2RL2	1	F2RL2	
F2RL3	1	F2RL3	
MPHOSPH6	1	MPHOSPH6	
RPL23AP37	1	RPL23AP37	
ZWILCH	1	ZWILCH	
LZIC	1	LZIC	
MARCHF10	1	MARCH10	
CCDC28B	1	CCDC28B	
CCDC28A	1	CCDC28A	
MAGED4B	1	MAGED4B	
AZI2	1	AZI2	
RPL23AP42	1	RPL23AP42	
RPL23AP43	1	RPL23AP43	
RALBP1	1	RALBP1	
RPL23AP24	1	RPL23AP24	
RPL23AP25	1	RPL23AP25	
DNAJC19P5	1	DNAJC19P5	
MATR3	1	MATR3	
PRTN3	1	PRTN3	
COP1P1	1	COP1P1	
RPL23AP34	1	RPL23AP34	
ADCY10P1	1	ADCY10P1	
DAP3	1	DAP3	
RPL23AP32	1	RPL23AP32	
STEAP1B	1	STEAP1B	
RPL23AP18	1	RPL23AP18	
EIF5A2P1	1	EIF5A2P1	
PMAIP1	1	PMAIP1	
SPECC1	1	SPECC1	
TUBG1P	1	TUBG1P	
CORO7-PAM16	1	CORO7-PAM16	
GRHPR	1	GRHPR	
TSGA10	1	TSGA10	
TGIF2-RAB5IF	1	TGIF2-RAB5IF	
MRFAP1L1	1	MRFAP1L1	
NDUFA9P1	1	NDUFA9P1	
RABEPK	1	RABEPK	
OASL	1	OASL	
LRRTM3	1	LRRTM3	
FAM86B2	1	FAM86B2	
TOP1MT	1	TOP1MT	
LRRTM2	1	LRRTM2	
BRD3OS	1	BRD3OS	
IQCE	1	IQCE	
PLAUR	1	PLAUR	
FAM86B1	1	FAM86B1	
IQCC	1	IQCC	
IQCD	1	IQCD	
IQCG	1	IQCG	
IQCH	1	IQCH	
ZAR1	1	ZAR1	
IQCM	1	IQCM	
SUPV3L1	1	SUPV3L1	
ALDH1A3	1	ALDH1A3	
IQCN	1	IQCN	
IQCK	1	IQCK	
RABEP1	1	RABEP1	
RABEP2	1	RABEP2	
OAS2	1	OAS2	
THRAP3	1	THRAP3	
ALDH1A2	1	ALDH1A2	
OAS3	1	OAS3	
ALDH1A1	1	ALDH1A1	
PDXK	1	PDXK	
IGLV5-52	1	IGLV5-52	
XPOTP1	1	XPOTP1	
PDXP	1	PDXP	
FAM86DP	1	FAM86DP	
ERICH5	1	ERICH5	
ERICH6	1	ERICH6	
OGFRL1	1	OGFRL1	
ALDH1B1	1	ALDH1B1	
ERICH1	1	ERICH1	
SNCG	1	SNCG	
SNCB	1	SNCB	
LURAP1	1	LURAP1	
S100PBP	1	S100PBP	
SNCA	1	SNCA	
DAW1	1	DAW1	
ELOCP19	1	ELOCP19	
SLC4A7	1	SLC4A7	
SLC4A8	1	SLC4A8	
NSDHL	1	NSDHL	
NDUFV2P1	1	NDUFV2P1	
DAXX	1	DAXX	
SND1	1	SND1	
SLC5A6	1	SLC5A6	
PADI3	1	PADI3	
PADI2	1	PADI2	
TBPL1	1	TBPL1	
PADI1	1	PADI1	
MTMR1	1	MTMR1	
MTMR2	1	MTMR2	
MTMR3	1	MTMR3	
MEAF6	1	MEAF6	
MTMR9	1	MTMR9	
SLC5A1	1	SLC5A1	
MTMR4	1	MTMR4	
SLC5A2	1	SLC5A2	
OAZ1	1	OAZ1	
SLC5A3	1	SLC5A3	
MTMR6	1	MTMR6	
OAZ2	1	OAZ2	
MTMR7	1	MTMR7	
OAZ3	1	OAZ3	
SLC5A5	1	SLC5A5	
HMGXB4	1	HMGXB4	
HMGXB3	1	HMGXB3	
PROSER3	1	PROSER3	
TUBB4BP2	1	TUBB4BP2	
B3GALNT2	1	B3GALNT2	
B3GALNT1	1	B3GALNT1	
NAPSA	1	NAPSA	
ERLIN1	1	ERLIN1	
AZU1	1	AZU1	
ERLIN2	1	ERLIN2	
SNF8	1	SNF8	
MLLT11	1	MLLT11	
ASS1P2	1	ASS1P2	
MLLT10	1	MLLT10	
ASS1P5	1	ASS1P5	
NAPEPLD	1	NAPEPLD	
SASS6	1	SASS6	
RPL23AP97	1	RPL23AP97	
STAG3L1	1	STAG3L1	
STAG3L3	1	STAG3L3	
STAG3L2	1	STAG3L2	
STAG3L4	1	STAG3L4	
MED28P1	1	MED28P1	
LITAF	1	LITAF	
TRIOBP	1	TRIOBP	
EEA1	1	EEA1	
RPL23AP81	1	RPL23AP81	
RPL23AP82	1	RPL23AP82	
FGFBP3	1	FGFBP3	
RPL23AP88	1	RPL23AP88	
RPL23AP87	1	RPL23AP87	
ELOVL1	1	ELOVL1	
ELOVL4	1	ELOVL4	
RIPK3	1	RIPK3	
ELOVL5	1	ELOVL5	
RIPK2	1	RIPK2	
ELOVL2	1	ELOVL2	
ELOVL3	1	ELOVL3	
RIPK4	1	RIPK4	
VWA5A	1	VWA5A	
ELOVL6	1	ELOVL6	
ELOVL7	1	ELOVL7	
POU5F1	1	POU5F1	
SUMF2	1	SUMF2	
POU5F2	1	POU5F2	
SUMF1	1	SUMF1	
RPL23AP74	1	RPL23AP74	
SLC29A4	1	SLC29A4	
SLC29A1	1	SLC29A1	
RPL23AP75	1	RPL23AP75	
SLC29A3	1	SLC29A3	
SYPL1P2	1	SYPL1P2	
SLC29A2	1	SLC29A2	
RPL23AP57	1	RPL23AP57	
FSTL1	1	FSTL1	
FSTL4	1	FSTL4	
FSTL3	1	FSTL3	
RECQL4	1	RECQL4	
RECQL5	1	RECQL5	
CARNS1	1	CARNS1	
RPL23AP60	1	RPL23AP60	
RPL23AP64	1	RPL23AP64	
RPL23AP65	1	RPL23AP65	
RPL23AP49	1	RPL23AP49	
UTP6	1	UTP6	
P2RY11	1	P2RY11	
RPL23AP47	1	RPL23AP47	
SLC16A1	1	SLC16A1	
UTP4	1	UTP4	
UTP3	1	UTP3	
MEAK7	1	MEAK7	
YLPM1	1	YLPM1	
VWA3A	1	VWA3A	
ARF1P2	1	ARF1P2	
ZNF699	1	ZNF699	
ZNF697	1	ZNF697	
RPL23AP53	1	RPL23AP53	
ZNF696	1	ZNF696	
ZNF695	1	ZNF695	
PECR	1	PECR	
ZNF692	1	ZNF692	
ZNF691	1	ZNF691	
CSE1L	1	CSE1L	
STK19	1	STK19	
HNMT	1	HNMT	
STK10	1	STK10	
STK11	1	STK11	
STK16	1	STK16	
KPNA6	1	KPNA6	
SLC16A6	1	SLC16A6	
KPNA7	1	KPNA7	
SLC16A7	1	SLC16A7	
KPNA4	1	KPNA4	
SLC16A8	1	SLC16A8	
ZNF689	1	ZNF689	
KPNA5	1	KPNA5	
SLC16A9	1	SLC16A9	
ZNF688	1	ZNF688	
KPNA2	1	KPNA2	
SLC16A2	1	SLC16A2	
ZNF687	1	ZNF687	
KPNA3	1	KPNA3	
SLC16A3	1	SLC16A3	
SLC16A4	1	SLC16A4	
KPNA1	1	KPNA1	
SLC16A5	1	SLC16A5	
ZNF684	1	ZNF684	
ZNF682	1	ZNF682	
ZNF681	1	ZNF681	
ZNF680	1	ZNF680	
ACAP3	1	ACAP3	
ACAP2	1	ACAP2	
ACAP1	1	ACAP1	
SLC7A5P2	1	SLC7A5P2	
SLC7A5P1	1	SLC7A5P1	
UTS2	1	UTS2	
ZNF678	1	ZNF678	
ZNF677	1	ZNF677	
UTRN	1	UTRN	
ZNF675	1	ZNF675	
KIAA0408	1	KIAA0408	
KPNB1	1	KPNB1	
ZNF674	1	ZNF674	
ZNF672	1	ZNF672	
ZNF671	1	ZNF671	
ZNF670	1	ZNF670	
BEAN1	1	BEAN1	
TSACC	1	TSACC	
PEF1	1	PEF1	
STK39	1	STK39	
THADA	1	THADA	
FHIT	1	FHIT	
ACAT2	1	ACAT2	
ACAT1	1	ACAT1	
STK33	1	STK33	
STK35	1	STK35	
STK36	1	STK36	
STK38	1	STK38	
ZNF669	1	ZNF669	
ZNF668	1	ZNF668	
ZNF667	1	ZNF667	
ZNF665	1	ZNF665	
ZNF664	1	ZNF664	
ZNF662	1	ZNF662	
ZNF660	1	ZNF660	
SRD5A2	1	SRD5A2	
SRD5A1	1	SRD5A1	
SRD5A3	1	SRD5A3	
EEF2	1	EEF2	
KIAA1755	1	KIAA1755	
STK24	1	STK24	
STK25	1	STK25	
STK26	1	STK26	
ZNF658	1	ZNF658	
ZNF655	1	ZNF655	
ZNF654	1	ZNF654	
ZNF653	1	ZNF653	
ZNF652	1	ZNF652	
POMT2	1	POMT2	
FHL1	1	FHL1	
POMT1	1	POMT1	
FHL2	1	FHL2	
FHL3	1	FHL3	
SUMO4	1	SUMO4	
NRARP	1	NRARP	
CAPZB	1	CAPZB	
SUMO1	1	SUMO1	
SUMO3	1	SUMO3	
ZNF649	1	ZNF649	
IQUB	1	IQUB	
SUMO2	1	SUMO2	
ZNF648	1	ZNF648	
ZNF646	1	ZNF646	
TNFSF12-TNFSF13	1	TNFSF12-TNFSF13	
ZNF644	1	ZNF644	
ZNF641	1	ZNF641	
OVGP1	1	OVGP1	
PEG3	1	PEG3	
GKN1	1	GKN1	
DBF4	1	DBF4	
NSMCE4A	1	NSMCE4A	
SNPH	1	SNPH	
ZNF639	1	ZNF639	
ZNF638	1	ZNF638	
ZNF37BP	1	ZNF37BP	
OR10A3	1	OR10A3	
OR10A6	1	OR10A6	
ZNF630	1	ZNF630	
CKMT2	1	CKMT2	
ZNF629	1	ZNF629	
ZNF628	1	ZNF628	
ZNF627	1	ZNF627	
ZNF626	1	ZNF626	
CDC37L1	1	CDC37L1	
ZNF625	1	ZNF625	
ZNF624	1	ZNF624	
ZNF623	1	ZNF623	
ZNF622	1	ZNF622	
ZNF621	1	ZNF621	
ZNF620	1	ZNF620	
TMPPE	1	TMPPE	
SNRK	1	SNRK	
ZNF619	1	ZNF619	
ZNF618	1	ZNF618	
ZNF616	1	ZNF616	
ZNF615	1	ZNF615	
ZNF614	1	ZNF614	
ZNF613	1	ZNF613	
ZNF611	1	ZNF611	
ZNF610	1	ZNF610	
LPGAT1	1	LPGAT1	
OGFOD3	1	OGFOD3	
RPS15AP1	1	RPS15AP1	
RPS15AP6	1	RPS15AP6	
SRGAP2D	1	SRGAP2D	
SRGAP2C	1	SRGAP2C	
ZNF728	1	ZNF728	
OGFOD1	1	OGFOD1	
ZNF726	1	ZNF726	
OGFOD2	1	OGFOD2	
ZNF724	1	ZNF724	
ZNF721	1	ZNF721	
PELO	1	PELO	
SRGAP2B	1	SRGAP2B	
ARMT1	1	ARMT1	
PHYKPL	1	PHYKPL	
SCAF11	1	SCAF11	
FNDC7	1	FNDC7	
THAP2	1	THAP2	
FNDC8	1	FNDC8	
THAP1	1	THAP1	
FNDC5	1	FNDC5	
THAP4	1	THAP4	
THAP3	1	THAP3	
THAP6	1	THAP6	
FNDC4	1	FNDC4	
THAP5	1	THAP5	
ZNF718	1	ZNF718	
FNDC1	1	FNDC1	
THAP8	1	THAP8	
ZNF717	1	ZNF717	
THAP7	1	THAP7	
THAP9	1	THAP9	
ZNF714	1	ZNF714	
ZNF713	1	ZNF713	
TAGLN2	1	TAGLN2	
ZNF711	1	ZNF711	
TAGLN3	1	TAGLN3	
ZNF710	1	ZNF710	
OBI1	1	RNF219	
CAPSL	1	CAPSL	
CRACD	1	KIAA1211	
APH1A	1	APH1A	
SNX3	1	SNX3	
SNX4	1	SNX4	
ZNF709	1	ZNF709	
COMMD8	1	COMMD8	
SNX1	1	SNX1	
ZNF708	1	ZNF708	
APH1B	1	APH1B	
COMMD9	1	COMMD9	
SNX2	1	SNX2	
ZNF707	1	ZNF707	
ZNF706	1	ZNF706	
ZNF704	1	ZNF704	
PENK	1	PENK	
ZNF703	1	ZNF703	
ZNF701	1	ZNF701	
SNX9	1	SNX9	
ZNF700	1	ZNF700	
SNX7	1	SNX7	
SNX8	1	SNX8	
SNX5	1	SNX5	
SNX6	1	SNX6	
CRADD	1	CRADD	
INTS1	1	INTS1	
INTS3	1	INTS3	
INTS2	1	INTS2	
SNW1	1	SNW1	
INTS5	1	INTS5	
TASOR2	1	TASOR2	
INTS4	1	INTS4	
PEMT	1	PEMT	
INTS7	1	INTS7	
INTS6	1	INTS6	
INTS9	1	INTS9	
INTS8	1	INTS8	
TMEM151A	1	TMEM151A	
CCDC122	1	CCDC122	
CCDC121	1	CCDC121	
CCDC120	1	CCDC120	
TMEM151B	1	TMEM151B	
CCDC127	1	CCDC127	
CCDC126	1	CCDC126	
CCDC125	1	CCDC125	
CCDC124	1	CCDC124	
CHRDL2	1	CHRDL2	
PEPD	1	PEPD	
CHRDL1	1	CHRDL1	
ACADL	1	ACADL	
TMEM183BP	1	TMEM183B	
ACADM	1	ACADM	
LRRFIP1P1	1	LRRFIP1P1	
ACADS	1	ACADS	
ACAD8	1	ACAD8	
CCDC112	1	CCDC112	
CCDC110	1	CCDC110	
DBNL	1	DBNL	
TMEM150A	1	TMEM150A	
CCDC116	1	CCDC116	
CCDC115	1	CCDC115	
ACAD9	1	ACAD9	
CCDC113	1	CCDC113	
MINK1	1	MINK1	
COMMD2	1	COMMD2	
H4-16	1	HIST4H4	
COMMD3	1	COMMD3	
ARHGAP23P1	1	ARHGAP23P1	
CCDC117	1	CCDC117	
COMMD1	1	COMMD1	
COMMD6	1	COMMD6	
COMMD7	1	COMMD7	
TMEM150C	1	TMEM150C	
COMMD4	1	COMMD4	
COMMD5	1	COMMD5	
CSDE1	1	CSDE1	
KXD1	1	KXD1	
DBN1	1	DBN1	
STK40	1	STK40	
CAPS2	1	CAPS2	
SATB1	1	SATB1	
CCDC103	1	CCDC103	
SATB2	1	SATB2	
DOT1L	1	DOT1L	
HEATR1	1	HEATR1	
CCDC107	1	CCDC107	
CCDC106	1	CCDC106	
MALSU1	1	MALSU1	
SERTAD3	1	SERTAD3	
SERTAD4	1	SERTAD4	
SERTAD1	1	SERTAD1	
SERTAD2	1	SERTAD2	
PERP	1	PERP	
PES1	1	PES1	
HEATR3	1	HEATR3	
HEATR4	1	HEATR4	
HEATR6	1	HEATR6	
ALDH4A1	1	ALDH4A1	
PER2	1	PER2	
GFI1B	1	GFI1B	
CMSS1	1	CMSS1	
PER3	1	PER3	
CSDC2	1	CSDC2	
PGAM1P11	1	PGAM1P11	
ESYT3	1	ESYT3	
EPPK1	1	EPPK1	
ESYT2	1	ESYT2	
ESYT1	1	ESYT1	
OR10AB1P	1	OR10AB1P	
CCDC167	1	CCDC167	
DBR1	1	DBR1	
ACAA2	1	ACAA2	
CCDC169	1	CCDC169	
